SibSp,Parch,Fare,Gender,AgeisNull,CabinisNull,Alone,port_C,port_Q,port_S,Pclass_1,Pclass_2,Pclass_3,Master,Mr,Dr,Miss,Mrs,AgeFill,"AgeFill_(0.75, 19]","AgeFill_(19, 25]","AgeFill_(25, 32]","AgeFill_(32, 41]","AgeFill_(41, 80]","Fare_(0, 7.892]","Fare_(7.892, 10.5]","Fare_(10.5, 22.36]","Fare_(22.36, 40.42]","Fare_(40.42, 512.329]",Survived
1,0,14.4542,1,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,1,18.75,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,0,7.2292,0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0,0,7.8542,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0,0,8.3,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,1,83.1583,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0,0,8.6625,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0,8.05,0,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0,56.4958,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0,0,29.7,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,0,7.925,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0,10.5,0,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0,31.0,1,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,0,6.4375,0,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,34.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0,0,8.6625,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0,7.55,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
8,2,69.55,0,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,0,7.8958,0,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,1,33.0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,0,89.1042,1,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4,2,31.275,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,0,7.775,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
1,1,15.2458,1,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,1,39.4,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,0,26.0,1,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0,1,9.35,1,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,1,164.8667,1,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,0,26.55,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0,3,19.2583,1,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,0,7.2292,0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2,0,14.1083,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,0,11.5,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,0,25.9292,1,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
8,2,69.55,1,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,0,13.0,0,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,0,13.0,1,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1,0,13.8583,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,0,50.4958,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0,0,9.5,0,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,1,11.1333,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,0,7.8958,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,1,52.5542,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,0,5.0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,33.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0,0,9.0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1,0,24.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,0,7.225,1,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0,0,9.8458,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0,7.8958,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0,7.8958,0,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,1,83.1583,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0,1,26.0,1,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0,0,7.8958,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0,10.5167,1,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,0,10.5,0,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0,0,7.05,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0,5,29.125,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,0,13.0,0,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0,0,30.0,1,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,2,23.45,1,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,0,30.0,0,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
